etat_moto,marque,annee,adresse_vente,prix,image_link
Venant,Suzuki,2005,"Mbao,Dakar",550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d16c9bd66dcb2683ab3a221af4533fb1/-/horizon-files-prod/ed/picture/qkrgn4wp/7e1e80f753b90217cf44688a8cf60b4dcdedaaf1.jpg
Occasion,Peugeot,2018,"Parcelles Assainies,Dakar",600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/975106c5c9a0a745b098d76feb757c03/-/horizon-files-prod/ed/picture/qenqz4pv/354d1b99c9e7085d4950b1fb921ab436c327b9f6.jpg
Occasion,Yamaha,2009,"Parcelles Assainies,Dakar",350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/285bcf6ea1ea2adbdd96b00669e87d3d/-/horizon-files-prod/ed/picture/qngx8erw/18027bc623f99d0eea29a5fa75df731998e821b3.jpg
Venant,Autre,2022,"Mbao,Dakar",350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4182f94b4ddc834c9d0d10d654557527/-/horizon-files-prod/ed/picture/qzvdwq2v/b8d6723f2b01e6d2a193ae56434fb249fae83959.jpg
Occasion,Polaris,2017,"Saly,Thiès",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cbbd21580b2bcac639bf631cdb979c60/-/horizon-files-prod/ed/picture/qdekzn7g/c1777e2cf8a07a80f123b6c78c7733c4bda583e0.jpg
Venant,Ducati,2017,"Plateau,Dakar",2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3165e35eecd06dea8089a1f22f253f32/-/horizon-files-prod/ed/picture/q9m9xx4v/dd359c5f0cfa56c72974989bfaa10a80b176bf2e.jpg
Occasion,Yamaha,2022,"Sicap foire,Dakar",2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57658ea6c8472028a5301bae055d228f/-/horizon-files-prod/ed/picture/q2jq920g/8b513f56985b70cf615845d584c75dbbaca1d5e8.jpg
Réconditionné,Autre,2024,"Fass,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7111116f1feb87cb066898e1219fa8dc/-/horizon-files-prod/ed/picture/qgq9kv80/267aa8f87a26f3ac116676e652145db0ce96a4d4.jpg
Occasion,CF Moto,2017,"Thiès,Thiès",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b43d3353f01cd88dfd923ff24269f83/-/horizon-files-prod/ed/picture/qenqz7n5/d497b32079ab3ccc0fa40f8e320f541fcb6e3b24.jpg
Neuf,Autre,2024,"Castor,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e44aac41de4a8889cf22b9964075a45/-/horizon-files-prod/ed/picture/qwe2jqqm/c78d5db344e784b36b074e0c0befb767ec5e5917.jpg
Neuf,Aprilia,2020,"Almadies 2,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f08c7f9f4c19040fecd78234dc0ffb96/-/horizon-files-prod/ed/picture/q6xk854v/a57c6c8e9e4e9093d71d13108595dafac116b8bd.jpg
Venant,BMW,2021,"Hann Bel-Air,Dakar",3500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8078bdead7cf4abe614830e5d5ac256f/-/horizon-files-prod/ed/picture/q7854gvz/87eb85ea940c09592cbab69a3158fba57d1cb0dd.jpg
Occasion,Honda,2018,"Ngaparou,Thiès",3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0f1bee6d2bf03e528559fa43d362a4fa/-/horizon-files-prod/ed/picture/qv4evkpp/153742ee3f1d4c82f842142fcf4321dfb5fec3ac.jpg
Neuf,Haojue,2023,"Saint-Louis,Saint-Louis",560000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9815962047ba594b96c03d55bef047c5/-/horizon-files-prod/ed/picture/qgq97gn2/6acde3021f9512fe7961fa8c8ab592d07af43bd1.jpg
Neuf,Autre,2024,"Ouakam,Dakar",400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/236f8c27dd9c977994415fdd38578870/-/horizon-files-prod/ed/picture/qwe2j5wd/6906b05a31018109c473109e07322d45e46604ed.jpg
Occasion,Honda,2011,"Hann maristes,Dakar",1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740125ba5ba5a403619852c2000dc3a6/-/horizon-files-prod/ed/picture/q56xqw00/3b7f3073d63689252304153da4d96b39cbe5f69d.jpg
Venant,BMW,2014,"Ouest foire,Dakar",2100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/febd5f39f1ae98b9a4dc38fc011eb856/-/horizon-files-prod/ed/picture/q785grpz/a72feb2d5eb3322564d33adfd114753de2b4f684.jpg
Neuf,Autre,2024,"Ouakam,Dakar",350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc369bb15d1b78260b79cb965e03167c/-/horizon-files-prod/ed/picture/qj4r2725/7500b97723f6d5ddc25ee089b38de9913ef308c7.jpg
Venant,BMW,2023,"Dieuppeul,Dakar",5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b13747939de8ae698d9b926f46df9dd0/-/horizon-files-prod/ed/picture/qv4e0drj/f2f8d8f50baf2eb36534b745d8a406481f08b7d3.jpg
Venant,Peugeot,2024,"Pikine,Dakar",275000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de89b293eb5149f9460daf9908964942/-/horizon-files-prod/ed/picture/qm5pkz9d/4dee6ca668f859b7f6df0e6a37edb933ad3cac10.jpg
Venant,Yamaha,2023,"Cité Damel,Dakar",7200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a28b0f6af9764c9234cbf78a04edae3/-/horizon-files-prod/ed/picture/qrzvkxn5/b0ee19d651585e411023070fa509fc2af6900e8d.jpg
Venant,TM,2020,"Sacré-cœur,Dakar",3500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/842d86727044ffddc69bc2c9b26acee8/-/horizon-files-prod/ed/picture/q785d6x8/72fc755b33fa30457ebcdb34f8cb42e9974b3d1b.jpg
Occasion,BMW,2012,"Hann maristes,Dakar",2150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e6c885bb1d9b4fb86f3652fe8e8a4a5/-/horizon-files-prod/ed/picture/qpd655xm/800db00de58945837d6e5d93b33a04480f708706.jpg
Venant,Yamaha,2021,"Plateau,Dakar",2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4b0c5934ecc24668183eb048fdbeca8/-/horizon-files-prod/ed/picture/q2jqdd2j/7969583f85926d302518beb0987225e1f4761b5b.jpg
Neuf,Autre,2024,"Ouakam,Dakar",350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/818fc995401a1c505baf0e1d797d80ab/-/horizon-files-prod/ed/picture/qgq9zjdr/ba2a13c24dfa81eb512370c62224e6ef26bd490e.jpg
Venant,Piaggio,2014,"Almadies 2,Dakar",690000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f6d39f31f0e1e55b6763e6d4be38f96/-/horizon-files-prod/ed/picture/qm5pdk2d/c3a30e584f2c15bf81b1cfc02126ef5ed7f1f971.jpg
Venant,Honda,2019,"Keur Massar,Dakar",3500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/558c2340cd18a678247d309605a5f25a/-/horizon-files-prod/ed/picture/q8v52k06/a88e417b33ff5577f9510869234d506795586153.jpg
Venant,Yamaha,2012,"Yoff,Dakar",1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3019204d2f9ee64010c0e02d808ad9d/-/horizon-files-prod/ed/picture/q9m925v6/d90db9630ed26fd468752eed9c15570de96c2533.jpg
Occasion,Piaggio,2006,"Yoff,Dakar",700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8a7428b0a809436f8e3b62ae343b67b/-/horizon-files-prod/ed/picture/q9m92kpp/79762b0bf3f272ddc3094649d15dfcef87d52acc.jpg
Occasion,Honda,2017,"Ouakam,Dakar",2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b570fa19610f4af3c48be04f25eeabf0/-/horizon-files-prod/ed/picture/qrzvkrd8/8b8ea117b70474f5f50cb84d8682b40acee8d1ac.jpg
Neuf,Piaggio,2020,"Almadies 2,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e8eed094ab4e6b70200f05e7a967e62d/-/horizon-files-prod/ed/picture/q56x2d6x/c62bd42403e0f22618adfa6da9cb2dde76987d8b.jpg
Neuf,Autre,2024,"Mbour,Thiès",9999999,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4408173cf2741469c8eac0954012a3b4/-/horizon-files-prod/ed/picture/qenqmvp9/2244fd495f22bc333a619d7b3d247bcf8b0bd189.jpg
Neuf,Honda,2020,"Colobane,Dakar",1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b90ffcf1223dcd853be9244c3b197db/-/horizon-files-prod/ed/picture/q2jq20zj/6a6eaa8577b49d01d5e361a3201cd9111a813319.jpg
Neuf,Yamaha,2024,"Liberte 6 extension,Dakar",875000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e2856ebcf74d93f4fabfe6194f57c1c/-/horizon-files-prod/ed/picture/qngxn90r/f01b3fea656396ec939ca3566f8b39378b1667fe.jpg
Neuf,Autre,2023,"Fass,Dakar",550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c304d97d36f959163ec2d18b06861785/-/horizon-files-prod/ed/picture/qrzvk205/91135f528ca6cda41b956f2f610834e210e31252.png
Venant,Suzuki,2012,"Yoff,Dakar",550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e1a51e52ec06ebb12a6314cbcdfc0b4/-/horizon-files-prod/ed/picture/q56x807e/d1e7aac9f80ecaff086f575023338807a105741c.jpg
Venant,Harley Davidson,2008,"Yoff,Dakar",700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a2fc3c3a458bd14f421c3dce19a5f00/-/horizon-files-prod/ed/picture/qrzv4ed5/3f9b15067ffdafb1c6453eccc5317ada742f684b.jpg
Venant,Suzuki,2023,"Pikine,Dakar",425000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb2c0ec62fa0d7b116a32912921a5584/-/horizon-files-prod/ed/picture/qxj2z688/410cba8b8c2145b81fa26b6245438526bddb450c.jpg
Venant,Piaggio,2020,"Guediawaye,Dakar",1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7cf7b26f26b2de6e0af355eda93d255/-/horizon-files-prod/ed/picture/qenqjk25/d1e6871297b2f3e75cd2c3b275866e1b7136b950.jpg
Venant,Yamaha,2021,"Hlm,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f61047a7e7e9e8482dd0497f9ffad4af/-/horizon-files-prod/ed/picture/qq478xmn/f551142b9874f44e80134cd7ef434ba1d6635d86.jpg
Occasion,Polaris,2020,"Ngaparou,Thiès",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d7f0af5b6a573b348b6d428b8598f28/-/horizon-files-prod/ed/picture/qgq9jjmn/872578e989098e8291fa9996ddddaca21a840fd0.jpg
Occasion,Yamaha,2018,"Plateau,Dakar",850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c5e3636057121833423ff8543641fee/-/horizon-files-prod/ed/picture/qkrgvvgx/9e8d931ff723c0485545f5fb2c4788d0f8df0fdf.jpg
Venant,TM,2019,"Sacré-cœur,Dakar",2300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7df6ee302483355119adbe122887e990/-/horizon-files-prod/ed/picture/q8v5xgez/b506e547e903488101db46a0843b7a3bf188a929.jpg
Venant,Honda,2021,"Plateau,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/78dcb0e760aa4fcf3e91154dd61a7f2e/-/horizon-files-prod/ed/picture/qwe25gep/44fea9c691f1e35d6c8d6b9c0db34e3310696e53.jpg
Neuf,Honda,2020,"Almadies 2,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3abc91a1b3b20bc0d5d6135de0d6ce5f/-/horizon-files-prod/ed/picture/q564mprr/7de952339dbf581933fdc3d49c02e9776df7e1b9.jpg
Venant,Honda,2019,"Plateau,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d62e0079f5bfbcd3181e97228cfa997e/-/horizon-files-prod/ed/picture/qv4e5wwp/fe2d3db6cead81c3c5379255bb47a54250d86634.jpg
Neuf,Suzuki,2023,"Colobane,Dakar",600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/681619d26088a4f83b96ad885e11b5cf/-/horizon-files-prod/ed/picture/qkrg85nv/dba3217cd07235497b050e6bb3a03264b8452eb3.jpg
Occasion,KTM,2023,"Almadies,Dakar",320000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5d3ceb3eee772098bb57e68e4a44a2a/-/horizon-files-prod/ed/picture/qwe2jxmj/78612bb9bfa818669e2b2df6acc060705f9df5d1.jpg
Occasion,Honda,2018,"Plateau,Dakar",1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/177d1fadf950f2deb2fb7f35f3799d46/-/horizon-files-prod/ed/picture/qj4rjn55/670085fce216b287d493734fd0a6c926da2350b4.jpg
Venant,Yamaha,2015,"Hann Bel-Air,Dakar",2450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d64d5381ead7190a9a3afccef863d2f/-/horizon-files-prod/ed/picture/qwe2k6jz/91dded7d4abe9a99509acbeb9042c515d26e0151.jpg
Neuf,Yamaha,2021,"Liberte 6 extension,Dakar",1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62c6ec6a0e42aab9710edcfd52ef5140/-/horizon-files-prod/ed/picture/qj4rxz84/76b31939a0db91939565d6db266ab805bcd0ee66.jpg
Venant,BMW,2017,"Dieuppeul,Dakar",3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/197e82a1666d31ddd77b6a2678a5ae8e/-/horizon-files-prod/ed/picture/q8v06jdx/ca8cfbe137ba98079e7f1d44ec541568960deca7.jpg
Neuf,Autre,2023,"Castor,Dakar",31000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ebc03d71c0c35e26e221dce5906812db/-/horizon-files-prod/ed/picture/qv4egxq2/a894b99ea185728e1991c3748d68b679b90d60d7.jpg
Neuf,Bajaj,2023,"Castor,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5316c1697f3a858a2a0a5fb65096011e/-/horizon-files-prod/ed/picture/q9m98wzj/4d33c08150299d644509fd46f8472a42acb827bb.jpg
Neuf,Autre,2020,"Castor,Dakar",595000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e123de53e7ee6390e33af2d0d8bbd0e8/-/horizon-files-prod/ed/picture/qv4eeewg/038efd4898ba0c1e593350bfcac013dbf3effb23.jpg
Neuf,KTM,2020,"Castor,Dakar",580000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8266afc7117d1469e431e6b6ab47479a/-/horizon-files-prod/ed/picture/q785jvxx/a007d7ee0e466346369c02d776bb07a98b1054f3.jpg
Neuf,Autre,2023,"Castor,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea0ee19c825c8f430befce52a4f36a03/-/horizon-files-prod/ed/picture/qpd6g65m/6dd62eb0f5465a71bda5ae50c19e1842bd00a1b8.jpg
Neuf,Autre,2023,"Castor,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d337112b55733f6c95f86404afb3ffb/-/horizon-files-prod/ed/picture/qgq9p4gr/3de433507c6208cdb046cf52be0e36e19935426a.jpg
Neuf,KTM,2023,"Castor,Dakar",460000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0119810018dd0fb328e3534fc1bd8b2a/-/horizon-files-prod/ed/picture/qwe2gnzk/46b4a33691b2b7b1f60f3c7b9c627eb040bbcc35.jpg
Neuf,Autre,2023,"Castor,Dakar",12000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0375d0a37485a046d5c225a521d09d42/-/horizon-files-prod/ed/picture/qv4e9wjm/5d07887532f9a1f3da867e00175473df4d0b5af3.jpg
Occasion,Suzuki,2005,"Castor,Dakar",375000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6250b91aa73c02b17acc88cfe472a46/-/horizon-files-prod/ed/picture/q0gwk09g/0398083a9d064d99941adca643519bc262d57759.jpg
Neuf,Autre,2023,"Grand-Dakar,Dakar",305000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/87cbd8461d64cf7c3901379e558694ae/-/horizon-files-prod/ed/picture/qv4ewnjj/9b610a80e8c910cfd3284fedd399c04809c54c16.jpg
Venant,Suzuki,2017,"Patte d‘oie,Dakar",2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8660e0a9502a506b9fa938bc5a701e84/-/horizon-files-prod/ed/picture/q4488wdm/09edf3aeeea0331c872981d77b324594d5b927b6.jpg
Venant,Yamaha,2019,"Liberte 6 extension,Dakar",1700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0c2949426e3d7f15953ccc16c2fbbb0/-/horizon-files-prod/ed/picture/q9m98kg6/c43086dab3928556dbd29f9275bad664e38f23cd.jpg
Occasion,Yamaha,2018,"Cité Damel,Dakar",900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ac1261dccc3f98f8732b0d3c42ef762/-/horizon-files-prod/ed/picture/qgqg20e4/135d0cae1fdffc3bb4dbd91a0c978b1d62cfaffc.jpg
Occasion,BMW,2016,"Mamelles,Dakar",1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ef8e0d4ad2be6f561b52303cb612375/-/horizon-files-prod/ed/picture/qwe2e9xz/11bb94dadb728159773cada2d8db03f57586e174.jpg
Neuf,Autre,2023,"Grand-Dakar,Dakar",8500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d2dd4be140e0c6313d3e32e4e8d6435d/-/horizon-files-prod/ed/picture/qxj64e9q/4b7e2de4e1fa852f53861aeb56e88cac471f28a6.jpg
Venant,Honda,2021,"Liberte 6 extension,Dakar",1950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a32bb8d00fe2e3166e217c9541c60ac/-/horizon-files-prod/ed/picture/qdeevw08/3b5b0e742c77ab6cecded6bc3414bcc3dfbd5c33.jpg
Neuf,Autre,2022,"Grand-Dakar,Dakar",11500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06b7c3912293c7ea7f8aa45080b2b0d1/-/horizon-files-prod/ed/picture/qq44j5dk/413d1d2e93b20bdcfbae66a5d3d095fd6a0acc2d.jpg
